,TSS,end_x,start_x,gene,strand_x,end_y,start_y,strand_y,strand,ratio_ATCACG,ratio_ACAGTG,ratio_CGATGT,ratio_GCCAAT
615,771170,771458,771170,cydA,+,773026.0,771458.0,+,+,0.1441635287789134,0.12453215379380742,0.07097680955727337,0.2360097323600973
616,771202,771458,771202,cydA,+,773026.0,771458.0,+,+,0.24177071509648126,0.1778445111778445,0.0892983699503898,0.31613756613756616
617,771213,771458,771213,cydA,+,773026.0,771458.0,+,+,0.27886836027713624,0.1875,0.0958302852962692,0.33967391304347827
618,771284,771458,771284,cydA,+,773026.0,771458.0,+,+,0.922585794094174,0.6994141505182515,0.4572564612326044,1.0422018348623854
619,771368,771458,771368,cydA,+,773026.0,771458.0,+,+,1.8267108167770418,1.3030503978779842,0.89086859688196,1.99
621,774644,774752,774644,ybgC,+,775156.0,774752.0,+,+,0.7959949937421777,0.9687255668491008,0.8384615384615385,0.7707509881422925
622,774709,774752,774709,ybgC,+,775156.0,774752.0,+,+,0.9048562933597621,0.8109452736318408,0.89,0.922077922077922
623,777537,777740,777537,tolB,+,779032.0,777740.0,+,+,0.3341027120600115,0.506,0.40869565217391307,0.4002267573696145
624,777560,777740,777560,tolB,+,779032.0,777740.0,+,+,0.3609907120743034,0.5086393088552916,0.4310880829015544,0.4262899262899263
625,780514,780554,780514,lysT,+,780629.0,780554.0,+,+,0.9959888059701493,0.9181902827154224,1.0063008278994798,1.080223638018463
626,782061,782085,782061,nadA,+,783128.0,782085.0,+,+,2.0,1.9230769230769231,0.8369565217391305,1.2666666666666666
627,784848,784848,784823,zitB,-,784823.0,783882.0,-,-,0.46875,0.5128205128205128,0.3684210526315789,0.6567164179104478
628,784858,784858,784823,zitB,-,784823.0,783882.0,-,-,0.43333333333333335,0.5128205128205128,0.35714285714285715,0.6301369863013698
629,785339,785339,785317,ybgS,-,785317.0,784937.0,-,-,0.6111111111111112,1.2941176470588236,0.5774647887323944,0.9183673469387755
630,785373,785373,785317,ybgS,-,785317.0,784937.0,-,-,0.8823529411764706,1.5454545454545454,0.45,0.9065420560747663
631,785459,785459,785317,ybgS,-,785317.0,784937.0,-,-,0.9,0.9375,0.42168674698795183,0.8876404494382022
632,785465,785465,785317,ybgS,-,785317.0,784937.0,-,-,0.8181818181818182,0.9375,0.4457831325301205,0.8409090909090909
633,785496,785496,785317,ybgS,-,785317.0,784937.0,-,-,1.4,1.0869565217391304,0.5697674418604651,0.9651162790697675
634,785591,785633,785591,aroG,+,786685.0,785633.0,+,+,0.649379932356257,1.8486111111111112,0.3246930422919509,0.6625186660029866
635,787632,787632,787595,gpmA,-,787595.0,786843.0,-,-,0.9555095706156234,0.9689629068887207,0.5870967741935483,0.7639751552795031
636,787670,787670,787595,gpmA,-,787595.0,786843.0,-,-,0.8955049620548745,0.9095665171898356,0.5626535626535627,0.8213296398891967
637,788898,788898,788837,galM,-,788837.0,787797.0,-,-,1.50990099009901,1.7924107142857142,1.3333333333333333,1.595959595959596
638,792081,792081,792055,galE,-,792055.0,791039.0,-,-,0.6099071207430341,0.44259077526987245,0.5529411764705883,0.5766590389016019
639,792086,792086,792055,galE,-,792055.0,791039.0,-,-,0.6303630363036303,0.45100105374077976,0.5882352941176471,0.6256281407035176
640,792177,792177,792055,galE,-,792055.0,791039.0,-,-,0.1183206106870229,0.13557358053302435,0.3382352941176471,0.42142857142857143
641,794751,794773,794751,acrZ,+,794922.0,794773.0,+,+,9.89041095890411,14.96875,3.5555555555555554,2.3981481481481484
642,794995,795089,794995,modA,+,795862.0,795089.0,+,+,0.5339805825242718,0.543859649122807,0.375,0.6878612716763006
643,795062,795089,795062,modA,+,795862.0,795089.0,+,+,0.5693430656934306,0.5423728813559322,0.3333333333333333,0.5683060109289617
644,798537,798537,798431,ybhA,-,798431.0,797613.0,-,-,1.653061224489796,2.4545454545454546,1.1523809523809523,2.1023622047244093
645,798539,798586,798539,pgl,+,799581.0,798586.0,+,+,1.1902439024390243,1.3,0.7608695652173914,1.101123595505618
646,798592,798592,798431,ybhA,-,798431.0,797613.0,-,-,0.908,1.541528239202658,0.8027210884353742,1.8774193548387097
647,800552,800759,800552,ybhH,+,801811.0,800759.0,+,+,0.3333333333333333,0.2857142857142857,0.5663716814159292,0.8161764705882353
648,800620,800620,800638,ybhD,-,800575.0,799622.0,-,-,3.0,0.5,0.9538461538461539,0.9915254237288136
649,800694,800759,800694,ybhH,+,801811.0,800759.0,+,+,0.3333333333333333,0.3333333333333333,0.33884297520661155,0.5517241379310345
650,800709,800709,800638,ybhD,-,800575.0,799622.0,-,-,2.0,2.0,0.9137931034482759,0.6610169491525424
651,807321,807321,807281,ybhC,-,807281.0,805998.0,-,-,3.0141342756183747,4.522058823529412,2.1422018348623855,2.311627906976744
652,807930,807930,807909,ybhB,-,807909.0,807433.0,-,-,0.65,0.6363636363636364,1.0075187969924813,0.8095238095238095
653,808035,808035,807909,ybhB,-,807909.0,807433.0,-,-,0.203125,0.15702479338842976,0.46153846153846156,0.5973154362416108
654,809292,809292,809257,bioA,-,809257.0,807968.0,-,-,3.9166666666666665,2.6,1.8103448275862069,1.8026315789473684
655,809302,809344,809302,bioB,+,810384.0,809344.0,+,+,3.75,4.5,0.36153846153846153,0.5850340136054422
656,813152,813526,813152,uvrB,+,815547.0,813526.0,+,+,0.08333333333333333,0.09255079006772009,0.8943089430894309,0.5147679324894515
657,813462,813526,813462,uvrB,+,815547.0,813526.0,+,+,0.8626760563380281,1.3216374269005848,0.40350877192982454,0.6912181303116147
658,813493,813526,813493,uvrB,+,815547.0,813526.0,+,+,1.028673835125448,1.4570552147239264,0.5496894409937888,0.8463768115942029
659,816692,816692,816647,ybhK,-,816647.0,815739.0,-,-,1.2222222222222223,1.5364583333333333,1.21301775147929,1.3830845771144278
660,816827,817044,816827,moaA,+,818033.0,817044.0,+,+,0.03862660944206009,0.03311965811965812,0.1958904109589041,0.3640552995391705
661,816914,817044,816914,moaA,+,818033.0,817044.0,+,+,2.0,3.769722814498934,0.975609756097561,1.2248995983935742
662,817977,818055,817977,moaB,+,818567.0,818055.0,+,+,1.9375,2.5639344262295083,1.4631901840490797,2.3435114503816794
663,820778,820793,820778,ybhM,+,821506.0,820793.0,+,+,1.375,1.8,0.5818181818181818,0.6666666666666666
664,822648,822648,822498,ybhN,-,822498.0,821542.0,-,-,0.3333333333333333,0.42105263157894735,0.8146341463414634,0.54
665,824601,824630,824601,ybhQ,+,825040.0,824630.0,+,+,0.6311475409836066,0.4072164948453608,0.867816091954023,1.4696969696969697
666,830783,830872,830783,rhlE,+,832236.0,830872.0,+,+,0.4484732824427481,0.6015118790496761,0.5380116959064327,0.5731414868105515
667,832960,832960,832950,ybiA,-,832950.0,832468.0,-,-,0.4,0.7857142857142857,0.2939068100358423,0.6457399103139013
668,833073,833070,833073,dinG,+,835220.0,833070.0,+,+,1.4244604316546763,1.4295774647887325,1.1373390557939915,1.0658436213991769
669,838484,838484,838456,ybiI,-,838456.0,838190.0,-,-,0.2765957446808511,0.38,2.1341463414634148,1.4545454545454546
670,839274,839274,839207,ybiX,-,839207.0,838530.0,-,-,2.590909090909091,3.1228070175438596,0.865,1.1264367816091954
671,841648,841648,841531,fiu,-,841531.0,839249.0,-,-,0.34146341463414637,0.4505928853754941,0.273224043715847,0.4222222222222222
672,842153,842153,842056,mcbA,-,842056.0,841796.0,-,-,0.45454545454545453,0.7333333333333333,0.2085889570552147,0.2914572864321608
673,842192,842332,842192,rlmF,+,843258.0,842332.0,+,+,0.02564102564102564,0.028169014084507043,0.1611842105263158,0.4595744680851064
674,842224,842332,842224,rlmF,+,843258.0,842332.0,+,+,0.0576271186440678,0.030434782608695653,0.3193916349809886,0.6342592592592593
675,845509,845509,845480,ybiO,-,845480.0,843255.0,-,-,0.4375,0.4,0.4026548672566372,0.6585365853658537
676,845664,845664,845480,ybiO,-,845480.0,843255.0,-,-,46.7,34.75,2.3777777777777778,1.792
677,846631,846631,846463,glnQ,-,846463.0,845741.0,-,-,0.9472573839662447,0.6601178781925344,0.8811475409836066,1.0041666666666667
678,848047,848047,848004,glnH,-,848004.0,847258.0,-,-,0.3282172373081464,0.30749682337992373,0.3218884120171674,0.37626262626262624
679,848198,848198,848004,glnH,-,848004.0,847258.0,-,-,0.04887218045112782,0.27976190476190477,0.27607361963190186,0.4
680,848950,848950,848911,dps,-,848911.0,848408.0,-,-,1.1750503018108651,1.2793296089385475,0.7980769230769231,1.0595744680851065
681,850209,850450,850209,ompX,+,850965.0,850450.0,+,+,0.2971803018268467,0.12100822938771286,0.13903275220657962,0.25230186730918164
682,850304,850304,850097,rhtA,-,850097.0,849210.0,-,-,100.03896103896103,36.838235294117645,21.979166666666668,30.959183673469386
683,850419,850450,850419,ompX,+,850965.0,850450.0,+,+,0.6838478306729484,0.6791125541125541,0.4930453879941435,0.7854452054794521
684,852626,852626,852597,ybiP,-,852597.0,851014.0,-,-,2.7142857142857144,2.6941176470588237,1.3027027027027027,1.766355140186916
685,853064,853064,852997,mntS,-,852997.0,852869.0,-,-,2.7375,1.5867768595041323,0.5024154589371981,1.0153256704980842
686,853080,853183,853080,mntR,+,853650.0,853183.0,+,+,1.6862745098039216,0.6666666666666666,0.45454545454545453,0.9710144927536232
687,853083,853183,853083,mntR,+,853650.0,853183.0,+,+,1.7156862745098038,0.6494845360824743,0.45454545454545453,0.9848484848484849
688,853098,853183,853098,mntR,+,853650.0,853183.0,+,+,2.094736842105263,0.9583333333333334,0.47560975609756095,1.2295081967213115
689,853135,853183,853135,mntR,+,853650.0,853183.0,+,+,3.211764705882353,1.835820895522388,0.90625,1.7903225806451613
690,855786,855786,855744,ybiS,-,855744.0,854824.0,-,-,0.4702750665483585,0.6471036585365854,0.502835538752363,0.6319148936170212
691,855947,855963,855947,ybiT,+,857555.0,855963.0,+,+,3.429310344827586,12.73037542662116,3.138235294117647,2.9852507374631267
692,859100,859100,859061,ybiU,-,859061.0,857796.0,-,-,1.4230769230769231,1.2337662337662338,1.1037735849056605,1.9631336405529953
693,859104,859104,859061,ybiU,-,859061.0,857796.0,-,-,1.38,1.2837837837837838,1.0660377358490567,1.9315068493150684
694,859106,859106,859061,ybiU,-,859061.0,857796.0,-,-,1.38,1.3013698630136987,1.0698412698412698,1.91324200913242
695,860088,860088,860028,ybiV,-,860028.0,859213.0,-,-,1.452914798206278,1.0823170731707317,0.5106382978723404,0.807843137254902
696,862783,862783,862606,ybiW,-,862606.0,860174.0,-,-,0.6,0.4375,0.41899441340782123,0.8723404255319149
697,863530,863642,863530,fsaA,+,864304.0,863642.0,+,+,0.2857142857142857,0.16666666666666666,0.903448275862069,2.0961538461538463
698,866394,866394,866364,moeA,-,866364.0,865129.0,-,-,8.557377049180328,11.145454545454545,3.85,4.180327868852459
699,866537,866568,866537,iaaA,+,867533.0,866568.0,+,+,1.5,0.48936170212765956,0.7129629629629629,1.302325581395349
700,872969,872979,872969,yliE,+,875327.0,872979.0,+,+,0.2413793103448276,0.5116279069767442,0.2413793103448276,0.42857142857142855
701,878070,878070,878035,rimO,-,878035.0,876710.0,-,-,1.074820143884892,2.0,0.7901234567901234,1.1764705882352942
702,878246,878248,878246,bssR,+,878631.0,878248.0,+,+,1.75,0.5333333333333333,1.5389610389610389,1.5271739130434783
703,880519,880519,880480,gstB,-,880480.0,879854.0,-,-,0.21138211382113822,0.2727272727272727,0.27989821882951654,0.4576271186440678
704,880653,880727,880653,dacC,+,881929.0,880727.0,+,+,1.358974358974359,2.4745762711864407,0.26485148514851486,0.5695876288659794
705,883508,883508,883388,ybjG,-,883388.0,882792.0,-,-,0.8728070175438597,0.9452201933404941,0.3201754385964912,0.7421790722761596
706,883569,883673,883569,mdfA,+,884905.0,883673.0,+,+,0.9363636363636364,1.1379310344827587,0.32142857142857145,0.632183908045977
707,883649,883673,883649,mdfA,+,884905.0,883673.0,+,+,1.8760330578512396,1.9631901840490797,0.78125,1.337837837837838
708,888057,888057,888057,rybB,-,888054.0,887976.0,-,-,9.0,55.07692307692308,4.172131147540983,3.3253968253968256
709,889885,890089,889885,ybjM,+,890466.0,890089.0,+,+,2.86046511627907,2.152941176470588,0.7278481012658228,1.3658536585365855
710,889938,889938,889819,ybjL,-,889819.0,888134.0,-,-,0.7294117647058823,0.6509433962264151,0.5642458100558659,0.9838709677419355
711,889940,890089,889940,ybjM,+,890466.0,890089.0,+,+,3.5172413793103448,2.396551724137931,0.7571428571428571,1.9104477611940298
712,889941,889941,889819,ybjL,-,889819.0,888134.0,-,-,0.727810650887574,0.6163522012578616,0.5659340659340659,1.0326086956521738
713,890776,890776,890753,grxA,-,890753.0,890496.0,-,-,0.5752212389380531,0.2634920634920635,0.44642857142857145,0.9297297297297298
714,890892,890913,890892,ybjC,+,891200.0,890913.0,+,+,0.553448275862069,0.38879456706281834,0.769811320754717,0.4735576923076923
715,891876,891967,891876,rimK,+,892869.0,891967.0,+,+,0.9037735849056604,0.4398782343987823,0.611764705882353,1.0225988700564972
716,893634,893784,893634,potF,+,894896.0,893784.0,+,+,4.111111111111111,5.083333333333333,1.7477477477477477,1.9865771812080537
717,893736,893784,893736,potF,+,894896.0,893784.0,+,+,2.3,2.25,0.967741935483871,1.178082191780822
718,897852,897989,897852,ybjO,+,898477.0,897989.0,+,+,0.03225806451612903,0.09803921568627451,0.23857868020304568,0.449438202247191
719,897947,897989,897947,ybjO,+,898477.0,897989.0,+,+,2.7264957264957266,1.8503937007874016,0.8523206751054853,1.1830985915492958
720,900626,900626,900575,artJ,-,900575.0,899844.0,-,-,0.4666666666666667,0.6173913043478261,0.31896551724137934,0.5265017667844523
721,903769,903769,903734,artP,-,903734.0,903006.0,-,-,0.3444976076555024,0.35611038107752957,0.16526138279932545,0.36824877250409166
722,903815,903815,903734,artP,-,903734.0,903006.0,-,-,0.2665066026410564,0.27413587604290823,0.13953488372093023,0.3857374392220421
723,903836,903836,903734,artP,-,903734.0,903006.0,-,-,0.24310118265440211,0.25644171779141106,0.16468590831918506,0.37823834196891193
724,903843,903843,903734,artP,-,903734.0,903006.0,-,-,0.242296918767507,0.24585987261146497,0.18545454545454546,0.38198198198198197
725,904517,904593,904517,ybjQ,+,904916.0,904593.0,+,+,0.6612903225806451,1.455813953488372,0.1743119266055046,0.3856589147286822
726,904523,904523,904467,ybjP,-,904467.0,903952.0,-,-,1.170731707317073,1.353846153846154,0.732620320855615,0.7509433962264151
727,906898,906898,906753,ybjS,-,906753.0,905740.0,-,-,0.12863070539419086,0.29296875,0.3347826086956522,0.46875
728,909320,909320,909294,ltaE,-,909294.0,908293.0,-,-,2.4578313253012047,2.1825726141078836,1.7181208053691275,1.7450980392156863
729,911076,911076,911049,poxB,-,911049.0,909331.0,-,-,1.0,0.4074074074074074,0.6494252873563219,1.2433862433862435
730,912200,912200,912150,hcr,-,912150.0,911182.0,-,-,2.2,1.3076923076923077,1.3142857142857143,1.439252336448598
731,913845,913845,913814,hcp,-,913814.0,912162.0,-,-,1.0,0.42857142857142855,0.4797687861271676,0.6681222707423581
732,914129,914129,913814,hcp,-,913814.0,912162.0,-,-,41.333333333333336,52.0,4.973684210526316,2.8344827586206898
733,914901,914901,914857,ybjE,-,914857.0,913958.0,-,-,1.2989690721649485,2.7142857142857144,1.1390134529147982,1.7863247863247864
734,915077,915077,914857,ybjE,-,914857.0,913958.0,-,-,0.7887323943661971,1.6,1.0609756097560976,0.8823529411764706
735,916133,916133,916047,aqpZ,-,916047.0,915352.0,-,-,1.3333333333333333,10.5,3.832167832167832,5.932835820895522
736,916212,916212,916047,aqpZ,-,916047.0,915352.0,-,-,1.0,2.5555555555555554,3.4450549450549453,6.35625
737,919103,919103,919084,ybjX,-,919120.0,918128.0,-,-,1.3783783783783783,3.1094619666048238,1.2296296296296296,1.9129852744310576
738,920094,920347,920094,macB,+,922293.0,920347.0,+,+,2.888888888888889,1.9375,0.7,1.1717171717171717
739,920337,920347,920337,macB,+,922293.0,920347.0,+,+,0.5609756097560976,0.6037735849056604,0.8691588785046729,0.9416666666666667
740,922676,922676,922590,cspD,-,922590.0,922366.0,-,-,1.0300751879699248,0.5154826958105647,1.881118881118881,1.5376344086021505
741,922750,922913,922750,clpS,+,923233.0,922913.0,+,+,0.38910505836575876,0.2857142857142857,0.9501915708812261,1.0
742,922912,922913,922912,clpS,+,923233.0,922913.0,+,+,0.5591397849462365,0.650887573964497,0.7230046948356808,1.0421052631578946
743,923080,923264,923080,clpA,+,925540.0,923264.0,+,+,0.39076923076923076,0.40927152317880794,0.628755364806867,0.4698085419734904
744,923092,923264,923092,clpA,+,925540.0,923264.0,+,+,0.3873456790123457,0.40350877192982454,0.638477801268499,0.46656976744186046
745,923210,923264,923210,clpA,+,925540.0,923264.0,+,+,0.4869109947643979,0.2902097902097902,0.48423423423423423,0.5415860735009671
746,926007,926007,925971,serW,-,925971.0,925884.0,-,-,358.6521739130435,658.9506172839506,156.43672839506172,12.335220838052095
747,926479,926479,926443,infA,-,926443.0,926225.0,-,-,2.4755491089929547,1.0354787355014783,1.200459066564652,2.1319727891156464
748,926685,926685,926443,infA,-,926443.0,926225.0,-,-,0.06313238412602241,0.06810232494341951,0.1337099811676083,0.10689572894297304
749,927460,927460,927432,aat,-,927432.0,926728.0,-,-,1.4406779661016949,2.161290322580645,0.9117647058823529,1.3037974683544304
750,929400,929400,929195,cydC,-,929195.0,927474.0,-,-,0.71875,0.8402777777777778,0.6538461538461539,0.803921568627451
751,931031,931031,930962,cydD,-,930962.0,929196.0,-,-,1.5529411764705883,1.9104477611940298,0.7936507936507936,1.6444444444444444
752,932078,932078,932050,trxB,-,932050.0,931085.0,-,-,0.6347826086956522,0.5413948820873056,0.4385733157199472,0.5303643724696356
753,932328,932595,932328,lrp,+,933089.0,932595.0,+,+,0.6828703703703703,0.903470715835141,0.6254180602006689,0.6390977443609023
754,932929,933224,932929,ftsK,+,937213.0,933224.0,+,+,1.5995762711864407,1.6487025948103793,1.3555555555555556,2.5208333333333335
755,933138,933224,933138,ftsK,+,937213.0,933224.0,+,+,4.595854922279793,9.454081632653061,3.179856115107914,4.263888888888889
756,933218,933224,933218,ftsK,+,937213.0,933224.0,+,+,2.0087336244541483,1.5901639344262295,1.1409395973154361,1.828358208955224
757,937328,937369,937328,lolA,+,937983.0,937372.0,+,+,0.6801948051948052,0.4345088161209068,0.4796747967479675,0.6539440203562341
758,939365,939428,939365,serS,+,940720.0,939428.0,+,+,0.9206465833945628,1.791861240827218,0.6098226466575716,0.8912855910267472
759,940823,940959,940823,dmsA,+,943403.0,940959.0,+,+,1.1111111111111112,1.9,0.4166666666666667,1.3333333333333333
760,940878,940959,940878,dmsA,+,943403.0,940959.0,+,+,0.4666666666666667,0.9285714285714286,0.5277777777777778,0.8928571428571429
761,945719,945871,945719,ycaD,+,947019.0,945871.0,+,+,0.02097902097902098,0.03116883116883117,0.09316770186335403,0.294478527607362
762,945839,945871,945839,ycaD,+,947019.0,945871.0,+,+,0.925,2.2023809523809526,0.6477987421383647,0.8136645962732919
763,947120,947229,947120,ycaM,+,948659.0,947229.0,+,+,1.6,1.375,0.5583333333333333,0.9846153846153847
764,947127,947229,947127,ycaM,+,948659.0,947229.0,+,+,1.7,1.3478260869565217,0.5983606557377049,1.0149253731343284
765,947144,947229,947144,ycaM,+,948659.0,947229.0,+,+,1.8,1.3333333333333333,0.688,1.0344827586206897
766,947145,947229,947145,ycaM,+,948659.0,947229.0,+,+,1.8,1.3333333333333333,0.68,1.0486111111111112
